"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 18:53:47 GMT 2021","Sun Aug 22 18:53:51 GMT 2021","4101","test_conduit","test_conduit","","","","test_pagination",""
"passed","Sun Aug 22 18:53:33 GMT 2021","Sun Aug 22 18:53:39 GMT 2021","5396","test_conduit","test_conduit","","","","test_registration",""
"passed","Sun Aug 22 18:54:11 GMT 2021","Sun Aug 22 18:54:14 GMT 2021","3888","test_conduit","test_conduit","","","","test_data_save",""
"passed","Sun Aug 22 18:53:45 GMT 2021","Sun Aug 22 18:53:47 GMT 2021","2060","test_conduit","test_conduit","","","","test_data_list",""
"passed","Sun Aug 22 18:53:23 GMT 2021","Sun Aug 22 18:53:33 GMT 2021","10091","test_conduit","test_conduit","","","","test_cookie",""
"passed","Sun Aug 22 18:53:51 GMT 2021","Sun Aug 22 18:53:55 GMT 2021","3741","test_conduit","test_conduit","","","","test_new_data",""
"passed","Sun Aug 22 18:54:00 GMT 2021","Sun Aug 22 18:54:04 GMT 2021","4433","test_conduit","test_conduit","","","","test_data_change",""
"passed","Sun Aug 22 18:53:42 GMT 2021","Sun Aug 22 18:53:45 GMT 2021","2772","test_conduit","test_conduit","","","","test_login",""
"passed","Sun Aug 22 18:53:39 GMT 2021","Sun Aug 22 18:53:42 GMT 2021","3801","test_conduit","test_conduit","","","","test_logout",""
"passed","Sun Aug 22 18:53:55 GMT 2021","Sun Aug 22 18:54:00 GMT 2021","4754","test_conduit","test_conduit","","","","test_data_from_file",""
"passed","Sun Aug 22 18:54:04 GMT 2021","Sun Aug 22 18:54:11 GMT 2021","6250","test_conduit","test_conduit","","","","test_del_data",""
