"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 17:26:02 GMT 2021","Fri Aug 13 17:26:14 GMT 2021","12057","test_conduit","test_conduit","","","","test_new_data",""
"passed","Fri Aug 13 17:25:51 GMT 2021","Fri Aug 13 17:25:55 GMT 2021","3746","test_conduit","test_conduit","","","","test_logout",""
"broken","Fri Aug 13 17:26:00 GMT 2021","Fri Aug 13 17:26:02 GMT 2021","2223","test_conduit","test_conduit","","","","test_pagination",""
"broken","Fri Aug 13 17:26:14 GMT 2021","Fri Aug 13 17:26:26 GMT 2021","12094","test_conduit","test_conduit","","","","test_data_from_file",""
"broken","Fri Aug 13 17:26:26 GMT 2021","Fri Aug 13 17:26:38 GMT 2021","12047","test_conduit","test_conduit","","","","test_data_change",""
"passed","Fri Aug 13 17:25:46 GMT 2021","Fri Aug 13 17:25:51 GMT 2021","4921","test_conduit","test_conduit","","","","test_registration",""
"passed","Fri Aug 13 17:25:55 GMT 2021","Fri Aug 13 17:25:58 GMT 2021","2777","test_conduit","test_conduit","","","","test_login",""
"passed","Fri Aug 13 17:25:42 GMT 2021","Fri Aug 13 17:25:46 GMT 2021","4495","test_conduit","test_conduit","","","","test_cookie",""
"broken","Fri Aug 13 17:26:38 GMT 2021","Fri Aug 13 17:26:51 GMT 2021","12103","test_conduit","test_conduit","","","","test_del_data",""
"passed","Fri Aug 13 17:25:58 GMT 2021","Fri Aug 13 17:26:00 GMT 2021","2260","test_conduit","test_conduit","","","","test_data_list",""
"broken","Fri Aug 13 17:26:51 GMT 2021","Fri Aug 13 17:26:53 GMT 2021","1878","test_conduit","test_conduit","","","","test_data_save",""
