"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 18:56:55 GMT 2021","Sun Aug 22 18:57:00 GMT 2021","4896","test_conduit","test_conduit","","","","test_registration",""
"passed","Sun Aug 22 18:57:04 GMT 2021","Sun Aug 22 18:57:07 GMT 2021","2630","test_conduit","test_conduit","","","","test_login",""
"passed","Sun Aug 22 18:56:47 GMT 2021","Sun Aug 22 18:56:55 GMT 2021","8878","test_conduit","test_conduit","","","","test_cookie",""
"passed","Sun Aug 22 18:57:21 GMT 2021","Sun Aug 22 18:57:25 GMT 2021","4222","test_conduit","test_conduit","","","","test_data_change",""
"passed","Sun Aug 22 18:57:00 GMT 2021","Sun Aug 22 18:57:04 GMT 2021","3605","test_conduit","test_conduit","","","","test_logout",""
"passed","Sun Aug 22 18:57:09 GMT 2021","Sun Aug 22 18:57:12 GMT 2021","3469","test_conduit","test_conduit","","","","test_pagination",""
"passed","Sun Aug 22 18:57:17 GMT 2021","Sun Aug 22 18:57:21 GMT 2021","4397","test_conduit","test_conduit","","","","test_data_from_file",""
"passed","Sun Aug 22 18:57:25 GMT 2021","Sun Aug 22 18:57:32 GMT 2021","6418","test_conduit","test_conduit","","","","test_del_data",""
"passed","Sun Aug 22 18:57:32 GMT 2021","Sun Aug 22 18:57:35 GMT 2021","3523","test_conduit","test_conduit","","","","test_data_save",""
"passed","Sun Aug 22 18:57:12 GMT 2021","Sun Aug 22 18:57:17 GMT 2021","4512","test_conduit","test_conduit","","","","test_new_data",""
"passed","Sun Aug 22 18:57:07 GMT 2021","Sun Aug 22 18:57:09 GMT 2021","2099","test_conduit","test_conduit","","","","test_data_list",""
