"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 15:21:42 GMT 2021","Fri Aug 13 15:21:43 GMT 2021","1700","test_conduit","test_conduit","","","","test_data_save",""
"broken","Fri Aug 13 15:21:18 GMT 2021","Fri Aug 13 15:21:30 GMT 2021","11846","test_conduit","test_conduit","","","","test_data_change",""
"broken","Fri Aug 13 15:21:06 GMT 2021","Fri Aug 13 15:21:18 GMT 2021","11910","test_conduit","test_conduit","","","","test_data_from_file",""
"passed","Fri Aug 13 15:20:25 GMT 2021","Fri Aug 13 15:20:32 GMT 2021","7703","test_conduit","test_conduit","","","","test_cookie",""
"broken","Fri Aug 13 15:20:42 GMT 2021","Fri Aug 13 15:20:54 GMT 2021","11865","test_conduit","test_conduit","","","","test_pagination",""
"broken","Fri Aug 13 15:20:54 GMT 2021","Fri Aug 13 15:21:06 GMT 2021","11878","test_conduit","test_conduit","","","","test_new_data",""
"broken","Fri Aug 13 15:20:39 GMT 2021","Fri Aug 13 15:20:40 GMT 2021","1727","test_conduit","test_conduit","","","","test_login",""
"broken","Fri Aug 13 15:20:37 GMT 2021","Fri Aug 13 15:20:38 GMT 2021","1728","test_conduit","test_conduit","","","","test_logout",""
"broken","Fri Aug 13 15:21:30 GMT 2021","Fri Aug 13 15:21:42 GMT 2021","11865","test_conduit","test_conduit","","","","test_del_data",""
"passed","Fri Aug 13 15:20:32 GMT 2021","Fri Aug 13 15:20:37 GMT 2021","4507","test_conduit","test_conduit","","","","test_registration",""
"passed","Fri Aug 13 15:20:40 GMT 2021","Fri Aug 13 15:20:42 GMT 2021","1788","test_conduit","test_conduit","","","","test_data_list",""
