"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 16:36:24 GMT 2021","Fri Aug 13 16:36:27 GMT 2021","2508","test_conduit","test_conduit","","","","test_login",""
"broken","Fri Aug 13 16:37:28 GMT 2021","Fri Aug 13 16:37:30 GMT 2021","1710","test_conduit","test_conduit","","","","test_data_save",""
"passed","Fri Aug 13 16:36:27 GMT 2021","Fri Aug 13 16:36:29 GMT 2021","1812","test_conduit","test_conduit","","","","test_data_list",""
"broken","Fri Aug 13 16:36:41 GMT 2021","Fri Aug 13 16:36:52 GMT 2021","11871","test_conduit","test_conduit","","","","test_new_data",""
"broken","Fri Aug 13 16:37:04 GMT 2021","Fri Aug 13 16:37:16 GMT 2021","11882","test_conduit","test_conduit","","","","test_data_change",""
"passed","Fri Aug 13 16:36:12 GMT 2021","Fri Aug 13 16:36:17 GMT 2021","4208","test_conduit","test_conduit","","","","test_cookie",""
"passed","Fri Aug 13 16:36:17 GMT 2021","Fri Aug 13 16:36:21 GMT 2021","4218","test_conduit","test_conduit","","","","test_registration",""
"broken","Fri Aug 13 16:37:16 GMT 2021","Fri Aug 13 16:37:28 GMT 2021","11853","test_conduit","test_conduit","","","","test_del_data",""
"broken","Fri Aug 13 16:36:53 GMT 2021","Fri Aug 13 16:37:04 GMT 2021","11895","test_conduit","test_conduit","","","","test_data_from_file",""
"passed","Fri Aug 13 16:36:21 GMT 2021","Fri Aug 13 16:36:24 GMT 2021","3281","test_conduit","test_conduit","","","","test_logout",""
"broken","Fri Aug 13 16:36:29 GMT 2021","Fri Aug 13 16:36:40 GMT 2021","11874","test_conduit","test_conduit","","","","test_pagination",""
