"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 17:40:31 GMT 2021","Fri Aug 13 17:40:45 GMT 2021","14173","test_conduit","test_conduit","","","","test_cookie",""
"passed","Fri Aug 13 17:40:53 GMT 2021","Fri Aug 13 17:40:56 GMT 2021","2455","test_conduit","test_conduit","","","","test_login",""
"broken","Fri Aug 13 17:41:36 GMT 2021","Fri Aug 13 17:41:47 GMT 2021","11873","test_conduit","test_conduit","","","","test_del_data",""
"passed","Fri Aug 13 17:40:56 GMT 2021","Fri Aug 13 17:40:58 GMT 2021","1752","test_conduit","test_conduit","","","","test_data_list",""
"broken","Fri Aug 13 17:41:24 GMT 2021","Fri Aug 13 17:41:36 GMT 2021","11827","test_conduit","test_conduit","","","","test_data_change",""
"broken","Fri Aug 13 17:41:48 GMT 2021","Fri Aug 13 17:41:49 GMT 2021","1658","test_conduit","test_conduit","","","","test_data_save",""
"passed","Fri Aug 13 17:40:45 GMT 2021","Fri Aug 13 17:40:50 GMT 2021","4605","test_conduit","test_conduit","","","","test_registration",""
"broken","Fri Aug 13 17:41:12 GMT 2021","Fri Aug 13 17:41:24 GMT 2021","11901","test_conduit","test_conduit","","","","test_data_from_file",""
"broken","Fri Aug 13 17:41:00 GMT 2021","Fri Aug 13 17:41:12 GMT 2021","11975","test_conduit","test_conduit","","","","test_new_data",""
"passed","Fri Aug 13 17:40:50 GMT 2021","Fri Aug 13 17:40:53 GMT 2021","3398","test_conduit","test_conduit","","","","test_logout",""
"broken","Fri Aug 13 17:40:58 GMT 2021","Fri Aug 13 17:41:00 GMT 2021","1936","test_conduit","test_conduit","","","","test_pagination",""
