"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 20:08:55 GMT 2021","Sun Aug 22 20:08:57 GMT 2021","1767","test_conduit","test_conduit","","","","test_data_list",""
"passed","Sun Aug 22 20:08:53 GMT 2021","Sun Aug 22 20:08:55 GMT 2021","2489","test_conduit","test_conduit","","","","test_login",""
"passed","Sun Aug 22 20:09:04 GMT 2021","Sun Aug 22 20:09:09 GMT 2021","4644","test_conduit","test_conduit","","","","test_data_from_file",""
"passed","Sun Aug 22 20:08:57 GMT 2021","Sun Aug 22 20:09:00 GMT 2021","3264","test_conduit","test_conduit","","","","test_pagination",""
"passed","Sun Aug 22 20:09:13 GMT 2021","Sun Aug 22 20:09:18 GMT 2021","5440","test_conduit","test_conduit","","","","test_del_data",""
"passed","Sun Aug 22 20:08:41 GMT 2021","Sun Aug 22 20:08:45 GMT 2021","3643","test_conduit","test_conduit","","","","test_cookie",""
"passed","Sun Aug 22 20:08:49 GMT 2021","Sun Aug 22 20:08:53 GMT 2021","3278","test_conduit","test_conduit","","","","test_logout",""
"passed","Sun Aug 22 20:09:18 GMT 2021","Sun Aug 22 20:09:21 GMT 2021","3317","test_conduit","test_conduit","","","","test_data_save",""
"passed","Sun Aug 22 20:08:45 GMT 2021","Sun Aug 22 20:08:49 GMT 2021","4205","test_conduit","test_conduit","","","","test_registration",""
"passed","Sun Aug 22 20:09:00 GMT 2021","Sun Aug 22 20:09:04 GMT 2021","3844","test_conduit","test_conduit","","","","test_new_data",""
"passed","Sun Aug 22 20:09:09 GMT 2021","Sun Aug 22 20:09:13 GMT 2021","4046","test_conduit","test_conduit","","","","test_data_change",""
