"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 15:48:08 GMT 2021","Fri Aug 13 15:48:10 GMT 2021","1777","test_conduit","test_conduit","","","","test_data_save",""
"broken","Fri Aug 13 15:47:56 GMT 2021","Fri Aug 13 15:48:08 GMT 2021","11989","test_conduit","test_conduit","","","","test_del_data",""
"broken","Fri Aug 13 15:47:08 GMT 2021","Fri Aug 13 15:47:20 GMT 2021","11972","test_conduit","test_conduit","","","","test_pagination",""
"passed","Fri Aug 13 15:47:06 GMT 2021","Fri Aug 13 15:47:08 GMT 2021","1851","test_conduit","test_conduit","","","","test_data_list",""
"broken","Fri Aug 13 15:47:32 GMT 2021","Fri Aug 13 15:47:44 GMT 2021","11960","test_conduit","test_conduit","","","","test_data_from_file",""
"passed","Fri Aug 13 15:46:46 GMT 2021","Fri Aug 13 15:46:51 GMT 2021","4569","test_conduit","test_conduit","","","","test_registration",""
"passed","Fri Aug 13 15:46:36 GMT 2021","Fri Aug 13 15:46:46 GMT 2021","10401","test_conduit","test_conduit","","","","test_cookie",""
"broken","Fri Aug 13 15:47:44 GMT 2021","Fri Aug 13 15:47:56 GMT 2021","11967","test_conduit","test_conduit","","","","test_data_change",""
"passed","Fri Aug 13 15:46:51 GMT 2021","Fri Aug 13 15:46:53 GMT 2021","2378","test_conduit","test_conduit","","","","test_logout",""
"broken","Fri Aug 13 15:47:20 GMT 2021","Fri Aug 13 15:47:32 GMT 2021","11989","test_conduit","test_conduit","","","","test_new_data",""
"broken","Fri Aug 13 15:46:53 GMT 2021","Fri Aug 13 15:47:06 GMT 2021","12795","test_conduit","test_conduit","","","","test_login",""
