"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 16:11:33 GMT 2021","Fri Aug 13 16:11:46 GMT 2021","12959","test_conduit","test_conduit","","","","test_logout",""
"passed","Fri Aug 13 16:11:25 GMT 2021","Fri Aug 13 16:11:29 GMT 2021","4068","test_conduit","test_conduit","","","","test_cookie",""
"passed","Fri Aug 13 16:11:29 GMT 2021","Fri Aug 13 16:11:33 GMT 2021","3712","test_conduit","test_conduit","","","","test_registration",""
"broken","Fri Aug 13 16:12:26 GMT 2021","Fri Aug 13 16:12:38 GMT 2021","12012","test_conduit","test_conduit","","","","test_data_change",""
"passed","Fri Aug 13 16:11:49 GMT 2021","Fri Aug 13 16:11:51 GMT 2021","1987","test_conduit","test_conduit","","","","test_data_list",""
"broken","Fri Aug 13 16:12:14 GMT 2021","Fri Aug 13 16:12:26 GMT 2021","12002","test_conduit","test_conduit","","","","test_data_from_file",""
"passed","Fri Aug 13 16:11:46 GMT 2021","Fri Aug 13 16:11:49 GMT 2021","2776","test_conduit","test_conduit","","","","test_login",""
"broken","Fri Aug 13 16:12:38 GMT 2021","Fri Aug 13 16:12:50 GMT 2021","12028","test_conduit","test_conduit","","","","test_del_data",""
"broken","Fri Aug 13 16:11:51 GMT 2021","Fri Aug 13 16:12:03 GMT 2021","12009","test_conduit","test_conduit","","","","test_pagination",""
"broken","Fri Aug 13 16:12:50 GMT 2021","Fri Aug 13 16:12:52 GMT 2021","1839","test_conduit","test_conduit","","","","test_data_save",""
"broken","Fri Aug 13 16:12:03 GMT 2021","Fri Aug 13 16:12:14 GMT 2021","11032","test_conduit","test_conduit","","","","test_new_data",""
