"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 16:28:34 GMT 2021","Fri Aug 13 16:28:35 GMT 2021","1664","test_conduit","test_conduit","","","","test_pagination",""
"passed","Fri Aug 13 16:28:11 GMT 2021","Fri Aug 13 16:28:21 GMT 2021","10454","test_conduit","test_conduit","","","","test_cookie",""
"passed","Fri Aug 13 16:28:29 GMT 2021","Fri Aug 13 16:28:32 GMT 2021","2627","test_conduit","test_conduit","","","","test_login",""
"broken","Fri Aug 13 16:29:23 GMT 2021","Fri Aug 13 16:29:25 GMT 2021","1704","test_conduit","test_conduit","","","","test_data_save",""
"passed","Fri Aug 13 16:28:21 GMT 2021","Fri Aug 13 16:28:26 GMT 2021","4663","test_conduit","test_conduit","","","","test_registration",""
"broken","Fri Aug 13 16:28:36 GMT 2021","Fri Aug 13 16:28:48 GMT 2021","11889","test_conduit","test_conduit","","","","test_new_data",""
"passed","Fri Aug 13 16:28:26 GMT 2021","Fri Aug 13 16:28:29 GMT 2021","3248","test_conduit","test_conduit","","","","test_logout",""
"broken","Fri Aug 13 16:29:11 GMT 2021","Fri Aug 13 16:29:23 GMT 2021","11924","test_conduit","test_conduit","","","","test_del_data",""
"broken","Fri Aug 13 16:28:59 GMT 2021","Fri Aug 13 16:29:11 GMT 2021","11855","test_conduit","test_conduit","","","","test_data_change",""
"broken","Fri Aug 13 16:28:48 GMT 2021","Fri Aug 13 16:28:59 GMT 2021","11853","test_conduit","test_conduit","","","","test_data_from_file",""
"passed","Fri Aug 13 16:28:32 GMT 2021","Fri Aug 13 16:28:34 GMT 2021","1762","test_conduit","test_conduit","","","","test_data_list",""
